time	V(vout)	V(n001)	V(n012)	V(n013)
5.100394641675673e-004	-3.995959e+000	-9.921072e-002	-1.000000e-001	-1.210712e+000
5.101183925027023e-004	-3.995959e+000	-9.763215e-002	-1.000000e-001	-1.210740e+000
5.102691256060760e-004	-3.995959e+000	-9.461749e-002	-1.000000e-001	-1.210261e+000
5.104207560057491e-004	-3.995959e+000	-9.158488e-002	-1.000000e-001	-1.208969e+000
5.105586083558350e-004	-3.995959e+000	-8.882783e-002	-1.000000e-001	-1.206697e+000
5.108343130560068e-004	-3.995959e+000	-8.331374e-002	-1.000000e-001	-1.199347e+000
5.111870033430434e-004	-3.995959e+000	-7.625993e-002	-1.000000e-001	-1.184856e+000
5.118030145369513e-004	-3.995959e+000	-6.393971e-002	-1.000000e-001	-1.147860e+000
5.125203116217038e-004	-3.995959e+000	-4.959377e-002	-1.000000e-001	-1.086234e+000
5.139549057912089e-004	-3.995959e+000	-2.090188e-002	-1.000000e-001	-9.149014e-001
5.161987677837418e-004	-3.995959e+000	2.397536e-002	-1.000000e-001	-5.774838e-001
5.175425463407092e-004	-3.996076e+000	5.085093e-002	-1.000000e-001	-3.426242e-001
5.181406359231817e-004	-3.996171e+000	6.281272e-002	-1.000000e-001	-2.284075e-001
5.186199554053143e-004	-3.995738e+000	7.239911e-002	-1.000000e-001	-1.333967e-001
5.188854154350821e-004	-3.991711e+000	7.770831e-002	-1.000000e-001	-7.982455e-002
5.190997612306686e-004	-3.972136e+000	8.199523e-002	-1.000000e-001	-3.605164e-002
5.192640254485435e-004	-3.910584e+000	8.528051e-002	-1.000000e-001	-2.238635e-003
5.194290049555329e-004	-3.747719e+000	8.858010e-002	-1.000000e-001	3.195523e-002
5.196196993823841e-004	-3.431311e+000	9.239399e-002	-1.000000e-001	7.169221e-002
5.196987559545024e-004	-3.257666e+000	9.397512e-002	-1.000000e-001	8.825068e-002
5.198568690987392e-004	-2.858501e+000	9.713738e-002	-1.000000e-001	1.215264e-001
5.200000000000000e-004	-2.481557e+000	1.000000e-001	-1.000000e-001	1.517421e-001
5.200143130901261e-004	-2.442722e+000	1.000000e-001	-1.000000e-001	1.547756e-001
5.200429392703782e-004	-2.364882e+000	1.000000e-001	-1.000000e-001	1.608385e-001
5.201001916308825e-004	-2.208771e+000	1.000000e-001	-1.000000e-001	1.729277e-001
5.201790696230657e-004	-1.993088e+000	1.000000e-001	-1.000000e-001	1.894688e-001
5.202659611941786e-004	-1.754872e+000	1.000000e-001	-1.000000e-001	2.074405e-001
5.204106773684789e-004	-1.357394e+000	1.000000e-001	-1.000000e-001	2.366722e-001
